key,group_size,index,english,garo,category,notes
"sweat",3,3636,"Sweat","kram·chi·a","health","variant/VERIFIED/HIGH"
"light (weight)",2,631,"light (weight)","Seng·a","general",""
"light (weight)",2,3383,"Light (weight)","cheng··a","uncategorized","variant/VERIFIED/HIGH"
"soft",4,632,"soft","Nom·a","general",""
"soft",4,3598,"Soft","a·wek·a","uncategorized","variant/VERIFIED/HIGH"
"soft",4,3599,"Soft","dil··dok·dil··dok","uncategorized","variant/VERIFIED/HIGH"
"soft",4,3600,"Soft","min·ek·a","uncategorized","variant/VERIFIED/HIGH"
"sharp",4,633,"sharp","Mata","general",""
"sharp",4,3559,"Sharp","da·reng·a","uncategorized","variant/VERIFIED/HIGH"
"sharp",4,3560,"Sharp","mat·a","uncategorized","variant/VERIFIED/HIGH"
"sharp",4,3561,"Sharp","sim··pram·a","uncategorized","variant/VERIFIED/HIGH"
"smooth",4,635,"smooth","Rinoka","general",""
"smooth",4,3591,"Smooth","min·ik·a","uncategorized","variant/VERIFIED/HIGH"
"smooth",4,3592,"Smooth","mrik·a","uncategorized","variant/VERIFIED/HIGH"
"smooth",4,3593,"Smooth","rin·ok·a","uncategorized","variant/VERIFIED/HIGH"
"rough",4,636,"rough","Skaka","general",""
"rough",4,3543,"Rough","bu·rop·bu·top","uncategorized","variant/VERIFIED/HIGH"
"rough",4,3544,"Rough","rik·kap·rik·kap","uncategorized","variant/VERIFIED/HIGH"
"rough",4,3545,"Rough","rik·ki·rik·kot","uncategorized","variant/VERIFIED/HIGH"
"deep",2,637,"deep","Tu·a","general",""
"deep",2,3200,"Deep","ting··a","uncategorized","variant/VERIFIED/HIGH"
"shallow",2,638,"shallow","Tu·ja","general",""
"shallow",2,3558,"Shallow","chep·chep·a","uncategorized","variant/VERIFIED/HIGH"
"high",2,639,"high","Chua","general",""
"high",2,3328,"High","chu·a·a","uncategorized","variant/VERIFIED/HIGH"
"low",2,640,"low","Ona","general",""
"low",2,3395,"Low","hon·dim·a","uncategorized","variant/VERIFIED/HIGH"
"wide",4,641,"wide","Apala","general",""
"wide",4,3722,"Wide","ap·dal·a","uncategorized","variant/VERIFIED/HIGH"
"wide",4,3723,"Wide","pel·dal·a","uncategorized","variant/VERIFIED/HIGH"
"wide",4,3724,"Wide","tim·bong","uncategorized","variant/VERIFIED/HIGH"
"narrow",4,642,"narrow","Apchona","general",""
"narrow",4,3422,"Narrow","ap·chon·a","uncategorized","variant/VERIFIED/HIGH"
"narrow",4,3423,"Narrow","jang··jot·a","uncategorized","variant/VERIFIED/HIGH"
"narrow",4,3424,"Narrow","pat·chon·a","uncategorized","variant/VERIFIED/HIGH"
"dirty",4,643,"dirty","Mitchia","general",""
"dirty",4,3202,"Dirty","bing·bang","uncategorized","variant/VERIFIED/HIGH"
"dirty",4,3203,"Dirty","kal·si·a","uncategorized","variant/VERIFIED/HIGH"
"dirty",4,3204,"Dirty","ma··bak·a","uncategorized","variant/VERIFIED/HIGH"
"expensive",2,644,"expensive","Dam·raka","general",""
"expensive",2,3246,"Expensive","rak·a","uncategorized","variant/VERIFIED/HIGH"
"each",2,677,"each","Sakprak","general",""
"each",2,4589,"each","rik·kit","uncategorized","UNVERIFIED/HIGH"
"other",3,678,"other","Gipin","general",""
"other",3,5505,"other","gip·in","uncategorized","UNVERIFIED/HIGH v:a-gre"
"other",3,5506,"other","a·gre","uncategorized","variant/UNVERIFIED/HIGH"
"money",2,679,"money","Tangka","work",""
"money",2,3403,"Money","dang·ga","business","variant/VERIFIED/HIGH"
"where are you from?",2,706,"where are you from?","Na·a bano·ni?","general",""
"where are you from?",2,7024,"Where are you from?","Na·a banoni?","phrases","VERIFIED/HIGH/200sentences"
"afternoon",2,710,"afternoon","Sal·aksol","greetings",""
"afternoon",2,3058,"Afternoon","an··tam","uncategorized","variant/VERIFIED/HIGH"
"midnight",2,711,"midnight","Wal·jatchi","general",""
"midnight",2,3400,"Midnight","wal·jat·chi","uncategorized","variant/VERIFIED/HIGH"
"rainy season",2,714,"rainy season","Mikkari","weather",""
"rainy season",2,3521,"Rainy Season","wa·chi","uncategorized","variant/VERIFIED/HIGH"
"only",5,725,"only","·mangmang / ·san","general",""
"only",5,5493,"only","ak·sa","uncategorized","UNVERIFIED/HIGH v:-pit-chi / -sa / ma-mang"
"only",5,5494,"only","·pit·chi","uncategorized","variant/UNVERIFIED/HIGH"
"only",5,5495,"only","·sa","uncategorized","variant/UNVERIFIED/HIGH"
"only",5,5496,"only","ma·mang","uncategorized","variant/UNVERIFIED/HIGH"
"very",5,727,"very","Be·en / Bakkan","general",""
"very",5,6572,"very","bang··e","uncategorized","UNVERIFIED/HIGH v:-be- / -mi-si- / be-si"
"very",5,6573,"very","·be·","uncategorized","variant/UNVERIFIED/HIGH"
"very",5,6574,"very","·mi·si·","uncategorized","variant/UNVERIFIED/HIGH"
"very",5,6575,"very","be·si","uncategorized","variant/UNVERIFIED/HIGH"
"again",5,728,"again","Pil·tai","general",""
"again",5,3780,"again","a·ro","uncategorized","UNVERIFIED/HIGH v:-tai- / da·-o-ba / pil·-a"
"again",5,3781,"again","·tai·","uncategorized","variant/UNVERIFIED/HIGH"
"again",5,3782,"again","da··o·ba","uncategorized","variant/UNVERIFIED/HIGH"
"again",5,3783,"again","pil··a","uncategorized","variant/UNVERIFIED/HIGH"
"wait",4,729,"wait","Damo / Sengbo","general",""
"wait",4,6590,"wait","dong·tim·a","uncategorized","UNVERIFIED/HIGH v:ni-chak-a / seng-so-a"
"wait",4,6591,"wait","ni·chak·a","uncategorized","variant/UNVERIFIED/HIGH"
"wait",4,6592,"wait","seng·so·a","uncategorized","variant/UNVERIFIED/HIGH"
"i don't understand",2,740,"i don't understand","Anga uija","general",""
"i don't understand",2,7025,"I don't understand","Anga man·ja","phrases","VERIFIED/HIGH/200sentences"
"really?",4,745,"really?","Bebema?","general",""
"really?",4,3524,"Really?","a·sol·e","uncategorized","variant/VERIFIED/HIGH"
"really?",4,3525,"Really?","be·be","uncategorized","variant/VERIFIED/HIGH"
"really?",4,3526,"Really?","chek·chek","uncategorized","variant/VERIFIED/HIGH"
"i am tired",2,771,"i am tired","Anga neng·a","health",""
"i am tired",2,7029,"I am tired","Anga jangchakka","phrases","VERIFIED/HIGH/200sentences"
"pull",2,787,"pull","Sala","general",""
"pull",2,3507,"Pull","sal·a","uncategorized","variant/VERIFIED/HIGH"
"swim",2,788,"swim","Jroa","general",""
"swim",2,3641,"Swim","jro·a","uncategorized","variant/VERIFIED/HIGH"
"climb",4,789,"climb","Maldoa / Gadoa","general",""
"climb",4,3156,"Climb","do·a","travel","variant/VERIFIED/HIGH"
"climb",4,3157,"Climb","ga·a","travel","variant/VERIFIED/HIGH"
"climb",4,3158,"Climb","ga·kat·a","travel","variant/VERIFIED/HIGH"
"jump",4,790,"jump","Bildoa","general",""
"jump",4,3347,"Jump","cha·chrok·a","uncategorized","variant/VERIFIED/HIGH"
"jump",4,3348,"Jump","cha·sri·sra·a","uncategorized","variant/VERIFIED/HIGH"
"jump",4,3349,"Jump","chrok·a","uncategorized","variant/VERIFIED/HIGH"
"crawl",3,791,"crawl","Malama","general",""
"crawl",3,3182,"Crawl","mal·a","uncategorized","variant/VERIFIED/HIGH"
"crawl",3,3183,"Crawl","mal·am·a","uncategorized","variant/VERIFIED/HIGH"
"roll",3,792,"roll","Romroma","general",""
"roll",3,3538,"Roll","bil··a","uncategorized","variant/VERIFIED/HIGH"
"roll",3,3539,"Roll","go·rim·rim·a","uncategorized","variant/VERIFIED/HIGH"
"shake",4,794,"shake","Moa","general",""
"shake",4,3555,"Shake","bik·bik·a","uncategorized","variant/VERIFIED/HIGH"
"shake",4,3556,"Shake","chi·chi·a","uncategorized","variant/VERIFIED/HIGH"
"shake",4,3557,"Shake","chok·chok·a","uncategorized","variant/VERIFIED/HIGH"
"lock",3,796,"lock","Teka","general",""
"lock",3,3388,"Lock","tal·a","uncategorized","variant/VERIFIED/HIGH"
"lock",3,3389,"Lock","tek·a","uncategorized","variant/VERIFIED/HIGH"
"shoot",2,797,"shoot","Goa","general",""
"shoot",2,3565,"Shoot","go·a","uncategorized","variant/VERIFIED/HIGH"
"stare",4,799,"stare","Nitata","general",""
"stare",4,3618,"Stare","mik·chi·ding·ding","uncategorized","variant/VERIFIED/HIGH"
"stare",4,3619,"Stare","ni·gak·a","uncategorized","variant/VERIFIED/HIGH"
"stare",4,3620,"Stare","ni·wat·a","uncategorized","variant/VERIFIED/HIGH"
"show",2,800,"show","Mesoka","general",""
"show",2,3570,"Show","pin·ik·a","uncategorized","variant/VERIFIED/HIGH"
"smell",3,801,"smell","Gingsika","general",""
"smell",3,3587,"Smell","sal·srip·a","uncategorized","variant/VERIFIED/HIGH"
"smell",3,3588,"Smell","sim·il·ot·a","uncategorized","variant/VERIFIED/HIGH"
"spread",4,802,"spread","Barama","general",""
"spread",4,3614,"Spread","an·a","uncategorized","variant/VERIFIED/HIGH"
"spread",4,3615,"Spread","jal·a","uncategorized","variant/VERIFIED/HIGH"
"spread",4,3616,"Spread","pin·a","uncategorized","variant/VERIFIED/HIGH"
"pour",4,803,"pour","Rua","general",""
"pour",4,3491,"Pour","bra·a","uncategorized","variant/VERIFIED/HIGH"
"pour",4,3492,"Pour","pu·a","uncategorized","variant/VERIFIED/HIGH"
"pour",4,3493,"Pour","ru·a","uncategorized","variant/VERIFIED/HIGH"
"apply",3,804,"apply","Nonga","general",""
"apply",3,3072,"Apply","pa··a","uncategorized","variant/VERIFIED/HIGH"
"apply",3,3073,"Apply","sit·a","uncategorized","variant/VERIFIED/HIGH"
"pluck",4,805,"pluck","Aka","general",""
"pluck",4,3480,"Pluck","ak·a","uncategorized","variant/VERIFIED/HIGH"
"pluck",4,3481,"Pluck","ok·rip·pong·a","uncategorized","variant/VERIFIED/HIGH"
"pluck",4,3482,"Pluck","pik·a","uncategorized","variant/VERIFIED/HIGH"
"fry",2,807,"fry","Jo·a","general",""
"fry",2,3282,"Fry","jo··a","uncategorized","variant/VERIFIED/HIGH"
"boil",5,808,"boil","Rita","general",""
"boil",5,3109,"Boil","bi·rot·ma··mong","uncategorized","variant/VERIFIED/HIGH"
"boil",5,3110,"Boil","bok·bak·a","uncategorized","variant/VERIFIED/HIGH"
"boil",5,3111,"Boil","git·u·a","uncategorized","variant/VERIFIED/HIGH"
"boil",5,6715,"boil","bi·rot","uncategorized","UNVERIFIED/HIGH v:bi-rot-ma·-mong / bok-bak-a / git-u-a"
"stir",5,810,"stir","Mo·ila","general",""
"stir",5,3621,"Stir","chok·chok·a","uncategorized","variant/VERIFIED/HIGH"
"stir",5,3622,"Stir","go·rai·a","uncategorized","variant/VERIFIED/HIGH"
"stir",5,3623,"Stir","gon··gon·a","uncategorized","variant/VERIFIED/HIGH"
"stir",5,6729,"stir","cho··bil·a","uncategorized","UNVERIFIED/HIGH v:chok-chok-a / go-rai-a / gon·-gon-a"
"taste",4,811,"taste","Nong·mia","general",""
"taste",4,3651,"Taste","cha··e ni·a","food","variant/VERIFIED/HIGH"
"taste",4,3652,"Taste","ring·e ni·a","food","variant/VERIFIED/HIGH"
"taste",4,3653,"Taste","tap·a","food","variant/VERIFIED/HIGH"
"peel",4,812,"peel","Brika","general",""
"peel",4,3466,"Peel","bi·kop","uncategorized","variant/VERIFIED/HIGH"
"peel",4,3467,"Peel","gil·chrak·a","uncategorized","variant/VERIFIED/HIGH"
"peel",4,3468,"Peel","gil·gok·a","uncategorized","variant/VERIFIED/HIGH"
"chop",4,813,"chop","Rata","general",""
"chop",4,3144,"Chop","den··a","uncategorized","variant/VERIFIED/HIGH"
"chop",4,3145,"Chop","pit·a","uncategorized","variant/VERIFIED/HIGH"
"chop",4,3146,"Chop","sot·a","uncategorized","variant/VERIFIED/HIGH"
"grind",3,814,"grind","Supneka","general",""
"grind",3,3311,"Grind","nong·a","uncategorized","variant/VERIFIED/HIGH"
"grind",3,3312,"Grind","pe··a","uncategorized","variant/VERIFIED/HIGH"
"think",2,818,"think","Gisik·o nanga","general",""
"think",2,3665,"Think","chan·chi·a","uncategorized","variant/VERIFIED/HIGH"
"know",2,819,"know","Uia","general",""
"know",2,3356,"Know","hai··a","uncategorized","variant/VERIFIED/HIGH"
"forget",2,820,"forget","Guala","general",""
"forget",2,3274,"Forget","gu·al·a","uncategorized","variant/VERIFIED/HIGH"
"remember",2,821,"remember","Ku·rachaka","general",""
"remember",2,3528,"Remember","gi·sik ra··a","uncategorized","variant/VERIFIED/HIGH"
"decide",2,822,"decide","Tik ka·a","general",""
"decide",2,3013,"decide","Tik ka·ani","verbs",""
"agree",4,823,"agree","Ka·racha","general",""
"agree",4,3059,"Agree","kin·a·chak·a","uncategorized","variant/VERIFIED/HIGH"
"agree",4,3060,"Agree","ku··chak·a","uncategorized","variant/VERIFIED/HIGH"
"agree",4,3061,"Agree","ku··ra·chak·a","uncategorized","variant/VERIFIED/HIGH"
"disagree",2,824,"disagree","Ka·rach·ong·ja","general",""
"disagree",2,3205,"Disagree","gong·ge·a","uncategorized","variant/VERIFIED/HIGH"
"promise",4,825,"promise","Ka·ra chaka","general",""
"promise",4,3504,"Promise","ku··chak·a","uncategorized","variant/VERIFIED/HIGH"
"promise",4,3505,"Promise","ku··mik·chet·a","uncategorized","variant/VERIFIED/HIGH"
"promise",4,3506,"Promise","ku··wat·a","uncategorized","variant/VERIFIED/HIGH"
"read",2,828,"read","Pora","education",""
"read",2,3523,"Read","po·ri·a","education","variant/VERIFIED/HIGH"
"write",4,829,"write","Sea","education",""
"write",4,3738,"Write","chok·a","education","variant/VERIFIED/HIGH"
"write",4,3739,"Write","lek·ki·a","education","variant/VERIFIED/HIGH"
"write",4,3740,"Write","se·a","education","variant/VERIFIED/HIGH"
"count",2,830,"count","Chanbo","general",""
"count",2,3179,"Count","chan·a","uncategorized","variant/VERIFIED/HIGH"
"learn",3,831,"learn","Sikia","education",""
"learn",3,3371,"Learn","sin·ing·a","education","variant/VERIFIED/HIGH"
"learn",3,3372,"Learn","ski·a","education","variant/VERIFIED/HIGH"
"teach",2,832,"teach","Sikie on·a","general",""
"teach",2,3032,"teach","Skia","education",""
"stop it",2,863,"stop it","Dontonjbo","general",""
"stop it",2,2996,"stop it","Iako dondipbo","phrases",""
"brave",3,875,"brave","Ka·rakani·gipa","general",""
"brave",3,3117,"Brave","pa··a","uncategorized","variant/VERIFIED/HIGH"
"brave",3,3118,"Brave","sang··chak·a","uncategorized","variant/VERIFIED/HIGH"
"clever",2,876,"clever","Seng·a·gipa","general",""
"clever",2,3155,"Clever","hai··man·a ku··man·a","uncategorized","variant/VERIFIED/HIGH"
"lazy",2,881,"lazy","Bilgri·gipa","general",""
"lazy",2,3365,"Lazy","al·si·a","uncategorized","variant/VERIFIED/HIGH"
"generous",2,882,"generous","On·a·nakgipa","general",""
"generous",2,3286,"Generous","al·nam·a","uncategorized","variant/VERIFIED/HIGH"
"greedy",4,883,"greedy","Gisika·dakgipa","general",""
"greedy",4,3306,"Greedy","mat·u·a","uncategorized","variant/VERIFIED/HIGH"
"greedy",4,3307,"Greedy","mik·bok·a","uncategorized","variant/VERIFIED/HIGH"
"greedy",4,3308,"Greedy","mik·ni·a","uncategorized","variant/VERIFIED/HIGH"
"confident",2,887,"confident","Ka·raka·gisik","general",""
"confident",2,3175,"Confident","ham·sok·a","uncategorized","variant/VERIFIED/HIGH"
"quiet",3,889,"quiet","Agana·ja·gipa","general",""
"quiet",3,3514,"Quiet","jrip·a","uncategorized","variant/VERIFIED/HIGH"
"quiet",3,3515,"Quiet","ka··sin·a","uncategorized","variant/VERIFIED/HIGH"
"clap",2,906,"clap","Jak·taka","general",""
"clap",2,3148,"Clap","jak·pa dok·a","uncategorized","variant/VERIFIED/HIGH"
"bow",4,907,"bow","Sko·ka·mama","general",""
"bow",4,3113,"Bow","bam·a","uncategorized","variant/VERIFIED/HIGH"
"bow",4,3114,"Bow","bat·il","uncategorized","variant/VERIFIED/HIGH"
"bow",4,3115,"Bow","deng·gok·a","uncategorized","variant/VERIFIED/HIGH"
"hug",2,908,"hug","Jak·kadepa","general",""
"hug",2,3337,"Hug","gip·ak·a","uncategorized","variant/VERIFIED/HIGH"
"wink",3,909,"wink","Mik·chip·a","general",""
"wink",3,3730,"Wink","mik·kem·a","uncategorized","variant/VERIFIED/HIGH"
"wink",3,3731,"Wink","mik·sel·a","uncategorized","variant/VERIFIED/HIGH"
"smile",3,910,"smile","Ka·ding·mikseng·a","general",""
"smile",3,3589,"Smile","ka··ding·a","uncategorized","variant/VERIFIED/HIGH"
"smile",3,3590,"Smile","ka··ding·sim·ik·a","uncategorized","variant/VERIFIED/HIGH"
"sneeze",2,911,"sneeze","Hatchia","general",""
"sneeze",2,3595,"Sneeze","at·ching·a","uncategorized","variant/VERIFIED/HIGH"
"yawn",2,912,"yawn","Gu·ua","general",""
"yawn",2,3741,"Yawn","e·jam·a","uncategorized","variant/VERIFIED/HIGH"
"whistle",4,913,"whistle","Hu·a","general",""
"whistle",4,3715,"Whistle","ku··sim·ok·a","uncategorized","variant/VERIFIED/HIGH"
"whistle",4,3716,"Whistle","pi·pi","uncategorized","variant/VERIFIED/HIGH"
"whistle",4,3717,"Whistle","su·i ron··a","uncategorized","variant/VERIFIED/HIGH"
"win",3,959,"win","Am·a","general",""
"win",3,3725,"Win","jiit·ti·a","uncategorized","variant/VERIFIED/HIGH"
"win",3,3726,"Win","man··chak·a","uncategorized","variant/VERIFIED/HIGH"
"i am fine.",2,1006,"i am fine.","Ang·a namengava.","general",""
"i am fine.",2,7010,"I am fine.","Anga namenga.","phrases","VERIFIED/HIGH/200sentences"
"pay",2,1020,"pay","Gama","general",""
"pay",2,3463,"Pay","bet·ton","business","variant/VERIFIED/HIGH"
"room",2,1026,"room","kuturi","home",""
"room",2,3540,"Room","Room","uncategorized","variant/VERIFIED/HIGH"
"gong",3,1053,"gong","Money and currency","general",""
"gong",3,3300,"gong","gon·ta","uncategorized","variant/VERIFIED/HIGH"
"gong",3,3301,"gong","rang","uncategorized","variant/VERIFIED/HIGH"
"two dogs",2,1058,"two dogs","do·o mang·gni","numbers",""
"two dogs",2,3696,"two dogs","achak mang·gni","numbers","VERIFIED/HIGH"
"three books",2,1059,"three books","na·tok rang·gni","numbers",""
"three books",2,3667,"three books","ki·tap king·gittam","numbers","VERIFIED/HIGH"
"ten birds",2,1062,"ten birds","chi mang·gni","numbers",""
"ten birds",2,3657,"ten birds","do·a mang·chiking","numbers","VERIFIED/HIGH"
"root",3,1109,"root","dong·","general",""
"root",3,5868,"root","ja··dil","uncategorized","UNVERIFIED/HIGH v:ring-gil-a"
"root",3,5869,"root","ring·gil·a","uncategorized","variant/UNVERIFIED/HIGH"
"type",2,1110,"type","ambiguous","general",""
"type",2,6508,"type","ro·kom","uncategorized","UNVERIFIED/HIGH"
"past",2,1111,"past","on·aha","general",""
"past",2,5539,"past","a·ge","uncategorized","UNVERIFIED/HIGH"
"i want food",2,2261,"i want food","ang nama chak","food",""
"i want food",2,7086,"i want food","Anga mi·ko sikenga","phrases","VERIFIED/native-speaker"
"i want water",2,2267,"i want water","ang nama chik","food",""
"i want water",2,7085,"i want water","Anga chi·ko sikenga","phrases","VERIFIED/native-speaker"
"i need water",2,2268,"i need water","ang dang chik","food",""
"i need water",2,7059,"I need water","Ang·o chi nang·a","phrases","VERIFIED/HIGH/200sentences"
"go down",2,2560,"go down","rong cha","travel",""
"go down",2,4870,"go down","chep·a","uncategorized","UNVERIFIED/HIGH"
"joking",3,2828,"joking","kal·akenga","general",""
"joking",3,2999,"joking","Ka·lakenga","phrases",""
"joking",3,3345,"Joking","Bal·ekonga","uncategorized","variant/AMBIGUOUS/MEDIUM"
"abnormal",2,2832,"abnormal","ong·ronggijagipa","general",""
"abnormal",2,3001,"abnormal","Ong'ronggijagipa","uncategorized",""
"about",4,2833,"about","gimin","general",""
"about",4,3054,"About","Nigimin","uncategorized","variant/AMBIGUOUS/MEDIUM"
"about",4,3055,"About","Samtangtangchi","uncategorized","variant/AMBIGUOUS/MEDIUM"
"about",4,3056,"About","Sepango","uncategorized","variant/AMBIGUOUS/MEDIUM"
"at",2,2834,"at","·o","general",""
"at",2,3002,"at","O","uncategorized",""
"awkward",3,2837,"awkward","nidik nisi daka","general",""
"awkward",3,3003,"awkward","Nitoja","uncategorized",""
"awkward",3,3081,"Awkward","Nitoja ba nidik nisi daka","uncategorized","VERIFIED/HIGH v:Nitoja"
"basically",2,2840,"basically","chong·motan","general",""
"basically",2,3004,"basically","Chong.motan","uncategorized",""
"be",2,2842,"be","ong·bo","general",""
"be",2,3089,"Be","Ong.bo","uncategorized","VERIFIED/HIGH"
"beautiful",2,2843,"beautiful","nitoa","general",""
"beautiful",2,3006,"beautiful","Sila","uncategorized",""
"bright",2,2845,"bright","ching·a","general",""
"bright",2,3007,"bright","Ching'a","uncategorized",""
"butt",2,2846,"butt","ki·sang","general",""
"butt",2,3126,"Butt","Ki'sang","uncategorized","UNVERIFIED/MEDIUM"
"mat",3,2848,"mat","am","general",""
"mat",3,5331,"mat","da·ri","uncategorized","variant/UNVERIFIED/HIGH"
"mat",3,5332,"mat","pa·ti","uncategorized","variant/UNVERIFIED/HIGH"
"current",2,2850,"current","da·o ong·enggipa","general",""
"current",2,3190,"Current","Dongenggipa","uncategorized","variant/VERIFIED/HIGH"
"dacoit",3,2851,"dacoit","sekdrae ra·gipa","general",""
"dacoit",3,3192,"Dacoit","Ra·seke ra·ani","uncategorized","AMBIGUOUS/MEDIUM v:Sekdrae ra·ani"
"dacoit",3,3193,"Dacoit","Sekdrae ra·ani","uncategorized","variant/AMBIGUOUS/MEDIUM"
"dangerous",2,2853,"dangerous","namen kenbegnigipa","general",""
"dangerous",2,3194,"Dangerous","Namen kena nanggnigipa","uncategorized","variant/AMBIGUOUS/MEDIUM"
"decent",3,2854,"decent","kraa","general",""
"decent",3,3198,"Decent","Krae","uncategorized","variant/AMBIGUOUS/MEDIUM"
"decent",3,3199,"Decent","Nitoe","uncategorized","variant/AMBIGUOUS/MEDIUM"
"echo",3,2859,"echo","gam·chak","general",""
"echo",3,3232,"Echo","Rong·kuchak","uncategorized","variant/AMBIGUOUS/MEDIUM"
"echo",3,3233,"Echo","Rong·sang","uncategorized","variant/AMBIGUOUS/MEDIUM"
"sad",2,2869,"sad","duk ong·a","emotions",""
"sad",2,3025,"sad","Duk ong'a","uncategorized",""
"praise the lord",2,2878,"praise the lord","Gitelna rasong","general",""
"praise the lord",2,2976,"praise the lord","Gitel na rasong","church",""
"thumb",2,2887,"thumb","jaksi dalgipa","general",""
"thumb",2,3672,"Thumb","Jaksi bima dot","health","variant/AMBIGUOUS/MEDIUM"
"younger sister",2,2894,"younger sister","nono","family",""
"younger sister",2,3747,"Younger sister","Ano","family","variant/AMBIGUOUS/MEDIUM"
"people say it's good, is it good?",2,2903,"people say it's good, is it good?","Manderang agana nama ine, namama?","family",""
"people say it's good, is it good?",2,3472,"People say it's good, is it good?","Manderang aganna nama ine, namama?","phrases","VERIFIED/HIGH"
"are you having fun?",2,2905,"are you having fun?","an·sengengama?","general",""
"are you having fun?",2,3077,"Are you having fun?","An·sengenga ma?","phrases","UNVERIFIED/MEDIUM"
"are you hungry?",3,2910,"are you hungry?","okkriengama?","food",""
"are you hungry?",3,3078,"Are you hungry?","Okkriengama","phrases","variant/AMBIGUOUS/HIGH"
"are you hungry?",3,3079,"Are you hungry?","okkriengjokma?","phrases","variant/AMBIGUOUS/HIGH"
"do you know me?",4,2914,"do you know me?","na·a angko ma·siama?","general",""
"do you know me?",4,3209,"Do you know me?","Na·a angko ma·siama","phrases","variant/AMBIGUOUS/MEDIUM"
"do you know me?",4,3210,"Do you know me?","u·iama?","phrases","variant/AMBIGUOUS/MEDIUM"
"do you know me?",4,3211,"Do you know me?","Na·a angko u·iama?","phrases","variant/AMBIGUOUS/MEDIUM"
"do you use whatsapp?",2,2916,"do you use whatsapp?","na·a whatsapp jakkalama?","general",""
"do you use whatsapp?",2,3212,"Do you use WhatsApp?","Na·a whatsapp jakkalna?","phrases","variant/AMBIGUOUS/MEDIUM"
"have you eaten breakfast?",2,2920,"have you eaten breakfast?","na·a nastha cha·aha ma?","general",""
"have you eaten breakfast?",2,7022,"Have you eaten breakfast?","Naa nastha chaa ha ma?","food","VERIFIED/HIGH/200sentences"
"he told me",2,2921,"he told me","bia angna aganaha","general",""
"he told me",2,2985,"he told me","Bia angna agana","phrases",""
"he told me about you",2,2922,"he told me about you","Bia nang·ni gimin angna aganaha","general",""
"he told me about you",2,2986,"he told me about you","Bia nang·ni gimin angna agana","phrases",""
"are you scared?",2,2923,"are you scared?","Na·a kenenga ma?","general",""
"are you scared?",2,3080,"Are you scared?","Ma na·a kenenga?","phrases","VERIFIED/HIGH"
"their house is very beautiful",2,2927,"their house is very beautiful","uamangni nok namen nitobea","home",""
"their house is very beautiful",2,2981,"their house is very beautiful","Uamang ni nok namen netobea","phrases",""
"your feet stinks",2,2930,"your feet stinks","nang·ni ja·a senga","general",""
"your feet stinks",2,2995,"your feet stinks","Nangni ja'a senga","phrases",""
"you're welcome",2,2931,"you're welcome","mamingba ong·ja","greetings",""
"you're welcome",2,3746,"You're welcome","Mamingba ong·aiaba","uncategorized","variant/AMBIGUOUS/HIGH"
"no need to thank me, you're welcome",2,2932,"no need to thank me, you're welcome","Mamingba ong·ja, angko mittelna nangjawa","greetings",""
"no need to thank me, you're welcome",2,3429,"No need to thank me, you're welcome","Mamingba ong·ja/ong·aiaba, angko mittelna nangjawa","phrases","VERIFIED/HIGH"
"no way ahead",2,2933,"no way ahead","Mikkangchi rama gri","general",""
"no way ahead",2,2970,"no way ahead","Mikkangchi rama gri/dongja","phrases",""
"what is going on?",2,2934,"what is going on?","Mai ong·enga?","general",""
"what is going on?",2,3710,"What is going on?","Maia Kosak·o re·angenga maia?","phrases","VERIFIED/HIGH"
"a lot of mosquitoes in here",2,2969,"a lot of mosquitoes in here","Ganggu bang·bea iano","phrases",""
"a lot of mosquitoes in here",2,3053,"A lot of mosquitoes in here","Ganggu/Ganggua bang·bea iano","phrases","VERIFIED/HIGH"
"our language",5,2974,"our language","An·chingni ku·sik","phrases",""
"our language",5,3451,"Our language","An·chingni","uncategorized","variant/AMBIGUOUS/HIGH"
"our language",5,3452,"Our language","na·chingni","uncategorized","variant/AMBIGUOUS/HIGH"
"our language",5,3453,"Our language","nanchingni ku·sik","uncategorized","variant/AMBIGUOUS/HIGH"
"our language",5,3454,"Our language","Na·chingni ku·sik","uncategorized","variant/AMBIGUOUS/HIGH"
"drink some tea",2,2984,"drink some tea","Cha on·tisa ringbo","food",""
"drink some tea",2,3219,"Drink some tea","Cha on·tisa (okkisa) ringbo","phrases","VERIFIED/HIGH"
"bye",4,3008,"bye","De / Ra / Bai","phrases",""
"bye",4,3129,"Bye","De","uncategorized","AMBIGUOUS/HIGH v:Bai / Ra"
"bye",4,3130,"Bye","Bai","uncategorized","variant/AMBIGUOUS/HIGH"
"bye",4,3131,"Bye","Ra","uncategorized","variant/AMBIGUOUS/HIGH"
"eyelash",2,3017,"eyelash","Miksmil","health",""
"eyelash",2,4668,"eyelash","mik·sram","health","UNVERIFIED/HIGH"
"going",2,3018,"going","Re·angengjok","verbs",""
"going",2,3298,"Going","I·angonga","uncategorized","AMBIGUOUS/MEDIUM v:Re·angengjok"
"must",3,3022,"must","Nang.a","uncategorized",""
"must",3,3419,"Must","Nangchongmota","uncategorized","variant/AMBIGUOUS/MEDIUM"
"must",3,3420,"Must","Nangchongmotgen","uncategorized","variant/AMBIGUOUS/MEDIUM"
"our",4,3024,"our","An.chingni","uncategorized",""
"our",4,3448,"Our","An·ching·ni","uncategorized","variant/AMBIGUOUS/HIGH"
